8.613920000000000243e+01,3.818599999999999994e+01,6.016969999999999885e+01,8.245409999999999684e+01,3.749289999999999878e+01,2.592719999999999914e+01,6.966240000000000521e+01,4.933350000000000080e+01,3.458520000000000039e+01,4.746849999999999881e+01,7.591280000000000427e+01,2.922749999999999915e+01,2.055480000000000018e+01,7.764140000000000441e+01,9.842449999999999477e+01,7.768649999999999523e+01,2.871630000000000038e+01,2.830499999999999794e+00,1.124070000000000036e+01,3.133790000000000120e+01,5.900249999999999773e+01,4.784929999999999950e+01,7.676499999999999879e+00,1.725900000000000034e+01,8.693999999999999773e+01,6.648569999999999425e+01,1.031140000000000079e+01,4.983630000000000138e+01,1.425370000000000026e+01,1.941200000000000037e+00,1.895289999999999964e+01,5.401760000000000161e+01,4.414419999999999789e+01,6.965500000000000114e+01,7.438859999999999673e+01
1.118800000000000061e+01,5.266149999999999665e+01,2.545980000000000132e+01,9.129850000000000421e+01,6.405049999999999955e+01,4.038700000000000401e+00,7.409329999999999927e+01,5.082900000000000418e+00,5.961169999999999902e+01,7.061709999999999354e+01,6.800849999999999795e+01,6.614759999999999707e+01,6.669650000000000034e+01,6.529340000000000543e+01,1.885000000000000142e+01,2.355000000000000071e+01,6.425200000000000244e+00,8.433780000000000143e+01,6.073519999999999897e+01,2.451300000000000168e+01,2.089310000000000045e+01,6.410360000000000014e+01,1.025200000000000067e+01,1.772109999999999985e+01,9.755060000000000286e+01,8.110599999999999454e+01,5.412489999999999668e+01,3.790420000000000300e+01,2.982539999999999836e+01,1.239860000000000007e+01,1.578079999999999927e+01,7.592980000000000018e+01,9.728669999999999618e+01,5.376859999999999928e+01,1.514600000000000080e+01
6.830049999999999955e+01,4.328730000000000189e+01,2.365970000000000084e+01,4.272200000000000131e+01,6.616140000000000043e+01,8.878440000000000509e+01,1.713169999999999860e+01,2.804810000000000159e+01,1.980839999999999890e+01,9.352060000000000173e+01,5.014710000000000178e+01,4.413060000000000116e+01,6.894809999999999661e+01,7.882219999999999516e+01,7.748470000000000368e+01,6.198830000000000240e+01,7.602729999999999677e+01,4.660400000000000098e+00,6.025189999999999912e+01,7.204659999999999798e+01,6.238380000000000081e+01,9.295059999999999434e+01,7.964409999999999457e+01,2.117999999999999972e+01,1.643969999999999843e+01,5.892609999999999815e+01,7.060360000000000014e+01,3.608129999999999882e+01,1.399629999999999974e+01,5.626019999999999754e+01,6.512390000000000612e+01,5.942399999999999949e+01,8.195040000000000191e+01,6.380400000000000205e+01,1.960239999999999938e+01
9.203289999999999793e+01,5.875919999999999987e+01,3.736119999999999663e+01,9.552559999999999718e+01,6.080239999999999867e+01,4.183300000000000018e+00,7.018819999999999482e+01,9.769639999999999702e+01,4.516170000000000329e+01,1.034909999999999997e+01,6.806140000000000612e+01,5.889719999999999800e+01,3.551760000000000161e+01,9.827899999999999636e+01,5.092119999999999891e+01,1.337020000000000053e+01,3.207939999999999969e+01,8.318420000000000414e+01,3.923530000000000229e+01,9.720969999999999800e+01,3.577920000000000300e+01,5.192130000000000223e+01,2.551800000000000068e+00,7.914360000000000639e+01,8.482930000000000348e+01,6.984629999999999939e+01,8.905070000000000618e+01,4.213020000000000209e+01,7.443980000000000530e+01,8.404630000000000223e+01,2.625769999999999982e+01,6.684099999999999397e+01,8.397499999999999432e+01,9.250260000000000105e+01,3.577009999999999934e+01
1.531000000000000139e-01,7.677859999999999729e+01,4.701590000000000202e+01,2.028989999999999938e+01,5.226780000000000115e+01,7.005389999999999873e+01,1.950189999999999912e+01,6.483329999999999416e+01,1.603020000000000067e+01,5.181649999999999778e+01,2.982509999999999906e+01,6.622729999999999961e+01,3.386710000000000065e+01,9.519190000000000396e+01,9.277689999999999770e+01,7.109250000000000114e+01,6.150679999999999836e+01,5.291499999999999915e+01,4.460029999999999717e+01,5.649799999999999756e+01,4.297279999999999944e+01,6.933990000000000009e+01,4.421520000000000294e+01,2.671249999999999858e+01,8.107429999999999382e+01,5.977500000000000036e+00,8.919259999999999877e+01,6.448940000000000339e+01,3.659389999999999787e+01,1.560619999999999941e+01,1.501479999999999926e+01,1.290099999999999980e+01,8.095969999999999800e+01,5.626610000000000156e+01,3.783999999999999808e+00
3.494299999999999962e+00,4.439800000000000324e+01,4.079429999999999978e+01,5.933679999999999666e+01,4.676010000000000133e+01,3.658509999999999707e+01,7.555509999999999593e+01,3.579279999999999973e+01,8.816769999999999641e+01,9.066559999999999775e+01,7.908790000000000475e+01,5.913159999999999883e+01,4.024210000000000065e+01,9.474700000000000344e+00,1.664979999999999905e+01,3.666559999999999775e+01,9.855729999999999791e+01,9.625090000000000146e+01,4.599819999999999709e+01,4.634150000000000347e+01,8.831220000000000425e+01,2.292620000000000147e+01,7.248770000000000380e+01,9.020069999999999766e+01,8.608350000000000080e+01,9.348690000000000566e+01,1.196419999999999995e+01,1.228860000000000063e+01,1.465390000000000015e+01,8.097599999999999909e+01,8.457100000000000506e+00,6.302980000000000160e+01,7.281579999999999586e+01,1.553030000000000044e+01,1.605369999999999919e+01
2.322329999999999828e+01,7.033440000000000225e+01,9.184650000000000603e+01,3.696880000000000166e+01,8.270629999999999882e+01,8.390200000000000102e+00,1.677110000000000056e+01,3.965740000000000265e+01,7.516140000000000043e+01,8.966200000000000614e+00,9.358230000000000359e+01,2.787569999999999837e+01,8.554299999999999571e+00,9.075230000000000530e+01,7.495839999999999748e+01,7.336379999999999768e+01,1.120550000000000068e+01,6.972329999999999472e+01,1.184350000000000058e+01,4.291770000000000351e+01,4.598709999999999809e+01,8.014159999999999684e+01,2.364780000000000015e+01,6.115899999999999892e+00,1.920520000000000138e+01,9.226720000000000255e+01,2.671499999999999986e+00,7.135540000000000305e+01,3.793889999999999674e+01,9.351250000000000284e+01,5.870570000000000022e+01,8.127100000000000080e+01,5.021829999999999927e+01,8.096920000000000073e+01,9.390439999999999543e+01
5.749680000000000035e+01,8.979699999999999704e+01,3.998469999999999658e+01,7.142629999999999768e+01,9.649450000000000216e+01,7.064560000000000173e+01,1.556470000000000020e+01,8.487899999999999778e+00,2.740619999999999834e+01,5.122299999999999898e+01,5.787279999999999802e+01,7.145159999999999911e+01,6.799179999999999779e+01,3.690200000000000102e+01,6.057719999999999771e+01,4.154619999999999891e+01,6.372399999999999842e+00,5.753199999999999648e+00,6.697589999999999577e+01,1.786420000000000030e+01,9.753799999999999670e+01,7.386029999999999518e+01,1.539400000000000102e+00,2.223560000000000159e+01,2.608449999999999847e+01,6.957460000000000377e+01,2.172409999999999997e+01,4.859099999999999753e+00,6.689050000000000296e+01,4.622220000000000084e+01,9.592629999999999768e+01,8.333029999999999404e+01,9.005759999999999366e+01,8.735139999999999816e+01,7.933599999999999852e+01
7.698969999999999914e+01,7.293030000000000257e+01,2.740499999999999936e+00,8.224899999999999523e+01,1.630260000000000176e+01,5.547090000000000032e+01,6.249199999999999733e+01,4.937899999999999778e+01,1.964460000000000051e+01,2.909759999999999991e+01,3.321790000000000020e+01,2.567099999999999937e+01,6.497270000000000323e+01,9.113639999999999475e+01,4.250130000000000052e+01,1.537449999999999939e+01,3.177929999999999922e+01,8.551510000000000389e+01,1.581160000000000032e+01,7.085930000000000462e+01,8.847509999999999764e+01,7.070529999999999404e+01,3.400769999999999982e+01,9.804590000000000316e+01,2.747999999999999887e-01,4.117750000000000199e+01,1.759450000000000003e+01,4.259069999999999823e+01,5.395709999999999695e+01,4.775000000000000000e+01,2.551650000000000063e+01,9.782510000000000616e+01,4.489580000000000126e+01,9.553730000000000189e+01,3.097899999999999920e+01
9.549139999999999873e+01,6.539600000000000080e+00,2.676040000000000063e+01,5.768520000000000181e+01,7.793300000000000338e+00,2.676739999999999853e+01,1.187240000000000073e+01,8.573619999999999663e+01,5.338629999999999853e+01,5.685669999999999646e+01,9.871199999999999974e+00,9.899020000000000152e+01,8.071510000000000673e+01,7.102840000000000487e+01,2.349709999999999965e+01,4.825330000000000297e+01,7.994679999999999609e+01,4.167990000000000350e+01,6.459929999999999950e+01,8.398269999999999413e+01,1.215160000000000018e+01,7.948390000000000555e+01,8.468890000000000384e+01,3.916949999999999932e+01,4.826579999999999870e+01,8.931100000000000705e+01,8.917010000000000502e+01,1.321540000000000070e+01,5.208899999999999864e+00,5.329529999999999745e+01,8.665149999999999864e+01,6.786190000000000566e+01,3.337800000000000011e+01,9.195810000000000173e+01,4.130389999999999873e+01
